# reading<TAB>surface<TAB>score
あおくろ	青黒	70
あおぐろいろ	青黒色	70
あおしろ	青白	70
あおしろいろ	青白色	70
あおちゃ	青茶	70
あおちゃいろ	青茶色	70
あかぐろ	赤黒	70
あかぐろいろ	赤黒色	70
あかちゃ	赤茶	80
あかちゃいろ	赤茶色	80
あかむらさき	赤紫	90
あかむらさきいろ	赤紫色	90
あさあお	浅青	70
あさみどり	浅緑	80
あさむらさき	浅紫	70
あまいろ	天色	80
うすあか	薄赤	80
うすあお	薄青	70
うすあおいろ	薄青色	80
うすきいろ	薄黄色	80
うすちゃ	薄茶	80
うすちゃいろ	薄茶色	80
うすはい	薄灰	80
うすみずいろ	薄水色	80
うすみどり	薄緑	80
うすむらさき	薄紫	70
うすむらさきいろ	薄紫色	80
うすももいろ	薄桃色	80
かっしょく	褐色	80
かっしょくいろ	褐色	80
きちゃ	黄茶	80
きちゃいろ	黄茶色	80
きみどり	黄緑	100
きみどりいろ	黄緑色	95
くろちゃ	黒茶	80
くろちゃいろ	黒茶色	80
くろみどり	黒緑	80
くろむらさき	黒紫	80
こいあお	濃青	90
こいあおいろ	濃青色	90
こいあか	濃赤	90
こいきいろ	濃黄色	80
こいちゃ	濃茶	90
こいちゃいろ	濃茶色	90
こいみどり	濃緑	90
こいむらさき	濃紫	90
にじいろ	虹色	100
ふかあお	深青	80
ふかあか	深赤	80
ふかみどり	深緑	80
ふかみどりいろ	深緑色	80
ふかむらさき	深紫	80
みどりちゃ	緑茶	80
みどりちゃいろ	緑茶色	80
むらさきちゃ	紫茶	80
