# reading<TAB>surface<TAB>score
あい	藍	90
あいいろ	藍色	80
あおたけいろ	青竹色	70
あおばいろ	青葉色	80
あかねいろ	茜色	80
あさぎいろ	浅葱色	70
あずきいろ	小豆色	80
うぐいすいろ	鶯色	70
うのはないろ	卯の花色	70
えどむらさき	江戸紫	70
えんじいろ	臙脂色	80
えんたんいろ	鉛丹色	70
おうどいろ	黄土色	80
かきいろ	柿色	70
からしいろ	芥子色	70
からくれない	韓紅	70
きなりいろ	生成色	90
ぎんねず	銀鼠	80
くりいろ	栗色	80
くれない	紅	90
こがねいろ	黄金色	80
こはくいろ	琥珀色	80
こんじょういろ	紺青色	80
さくらいろ	桜色	90
しゅいろ	朱色	90
しんく	深紅	90
じゅんぱく	純白	80
すおう	蘇芳	70
すみいろ	墨色	80
そらいろ	空色	90
つつじいろ	躑躅色	70
ときいろ	鴇色	70
ときわいろ	常磐色	70
なでしこいろ	撫子色	70
にびいろ	鈍色	80
ひすいいろ	翡翠色	80
ふじいろ	藤色	80
ぶどういろ	葡萄色	80
ぼたんいろ	牡丹色	80
やまぶきいろ	山吹色	80
わかばいろ	若葉色	90
わかくさいろ	若草色	90
