# reading<TAB>surface<TAB>score
あいて	相手	100
いっぱんじん	一般人	100
おとな	大人	100
おとこ	男	100
おんな	女	100
かがいしゃ	加害者	100
かぞく	家族	100
がくせい	学生	100
きふしゃ	寄付者	100
きょうどうしゃ	共同者	100
こくみん	国民	100
こきゃく	顧客	100
こども	子供	100
しみん	市民	100
じゅうぎょういん	従業員	100
じゅうみん	住民	100
じょせい	女性	100
しんこうしゃ	信奉者	100
じょうきゃく	乗客	100
せいさんしゃ	生産者	100
せんぱい	先輩	100
だんせい	男性	100
ちじん	知人	100
でし	弟子	100
とうひょうしゃ	投票者	100
ともだち	友達	100
どうき	同期	100
どうし	同志	100
どうりょう	同僚	100
どくしゃ	読者	100
にとうへい	二等兵	100
ひがいしゃ	被害者	100
ひと	人	100
ふぁん	ファン	100
ぶか	部下	100
へいし	兵士	100
こうはい	後輩	100
ゆうじん	友人	100
りようしゃ	利用者	100
