# reading<TAB>surface<TAB>score
あかめあまがえる	アカメアマガエル	100
あかめあまがえる	赤目雨蛙	90
あかはらいもり	アカハライモリ	100
あかはらいもり	赤腹井守	90
あかがえる	アカガエル	100
あかがえる	赤蛙	90
あしなしいもり	アシナシイモリ	100
あしなしいもり	足無井守	90
あでがえる	アデガエル	100
あまがえる	アマガエル	100
あまがえる	雨蛙	90
あふりかうしがえる	アフリカウシガエル	100
あふりかつめがえる	アフリカツメガエル	100
あべさんしょううお	アベサンショウウオ	100
いしかわがえる	イシカワガエル	100
いぼいもり	イボイモリ	100
いぼいもり	疣井守	90
いもり	イモリ	100
いもり	井守	90
うしがえる	ウシガエル	100
うしがえる	牛蛙	90
おおさんしょううお	オオサンショウウオ	100
おおさんしょううお	大山椒魚	90
おおだいがはらさんしょううお	オオダイガハラサンショウウオ	100
おきなわしりけんいもり	オキナワシリケンイモリ	100
かじかがえる	カジカガエル	100
かじかがえる	河鹿蛙	90
かすみさんしょううお	カスミサンショウウオ	100
ぐらすふろっぐ	グラスフロッグ	100
がらすがえる	ガラスガエル	90
きしださんしょううお	キシダサンショウウオ	100
ひめあまがえる	ヒメアマガエル	100
こけがえる	コケガエル	100
こけがえる	苔蛙	90
ごりあてがえる	ゴリアテガエル	100
さいれん	サイレン	100
さらまんだー	サラマンダー	100
さらまんだー	火蜥蜴	90
さんしょううお	サンショウウオ	100
さんしょううお	山椒魚	90
しりけんいもり	シリケンイモリ	100
しりけんいもり	尻剣井守	90
だるまがえる	ダルマガエル	100
だるまがえる	達磨蛙	90
つしまさんしょううお	ツシマサンショウウオ	100
つちがえる	ツチガエル	100
つちがえる	土蛙	90
つのがえる	ツノガエル	100
つのがえる	角蛙	90
とのさまがえる	トノサマガエル	100
とのさまがえる	殿様蛙	90
ぬまがえる	ヌマガエル	100
ぬまがえる	沼蛙	90
ねこめがえる	ネコメガエル	100
ねこめがえる	猫目蛙	90
はこねさんしょううお	ハコネサンショウウオ	100
ひきがえる	ヒキガエル	100
ひきがえる	蟇	90
ひださんしょううお	ヒダサンショウウオ	100
ぴぱぴぱ	ピパピパ	100
こもりがえる	コモリガエル	100
ふくらがえる	フクラガエル	100
あめふくらがえる	アメフクラガエル	100
まんじゅうがえる	まんじゅうがえる	90
ぶちさんしょううお	ブチサンショウウオ	100
べっこらさんしょううお	ベッコウサンショウウオ	100
べるつのがえる	ベルツノガエル	100
ほくりくさんしょううお	ホクリクサンショウウオ	100
むかしがえる	ムカシガエル	100
めきしこさらまんだー	メキシコサラマンダー	100
うーぱーるーぱー	ウーパールーパー	100
もりあおがえる	モリアオガエル	100
もりあおがえる	森青蛙	90
すずがえる	スズガエル	100
すずがえる	鈴蛙	90
やどくがえる	ヤドクガエル	100
やどくがえる	矢毒蛙	90
とうきょうさんしょううお	トウキョウサンショウウオ	100
とうきょうさんしょううお	東京山椒魚	90
わきばらがえる	ワキバラガエル	100
わにぐちがえる	ワニグチガエル	100
