# reading<TAB>surface<TAB>score
あおあししぎ	青足鴫	90
あおじ	青鵐	90
あおばずく	青葉木菟	90
あおさぎ	蒼鷺	90
あかえりひれあししぎ	赤襟鰭足鴫	90
あかこっこ	赤鶇	90
あかひげ	赤髭	90
きじ	雉	90
あなほりふくろう	穴掘梟	90
あひる	家鴨	90
あほうどり	信天翁	90
あまつばめ	雨燕	90
いかる	鵤	90
いそしぎ	磯鴫	90
いそひよどり	磯鵯	90
たか	鷹	90
いんこ	鸚哥	90
う	鵜	90
うぐいす	鶯	90
うずら	鶉	90
うそ	鷽	90
うみあいさ	海秋沙	90
うみう	海鵜	90
うみねこ	海猫	90
えなが	柄長	90
えみゅー	鴯鶓	90
おおつぐみ	大鶇	90
おおはくちょう	大白鳥	90
おおはし	巨嘴鳥	90
おおふくろう	大梟	90
おおましこ	大猿子	90
おおるり	大瑠璃	90
おしどり	鴛鴦	90
おなが	尾長	90
おなががモ	尾長鴨	90
おうむ	鸚鵡	90
かいつぶり	鳰	90
かささぎ	鵲	90
けり	計里	90
がちょう	鵞鳥	90
かなりあ	金糸雀	90
がびちょう	画眉鳥	90
かもめ	鴎	90
かわせみ	翡翠	90
かわう	河鵜	90
かやくぐり	茅潜	90
かんむりきじ	冠雉	90
かんむりつる	冠鶴	90
かんむりわし	冠鷲	90
きあししぎ	黄足鴫	90
きうい	幾維	80
くじゃく	孔雀	90
きつつき	啄木鳥	90
きびたき	黄鶲	90
きんけい	金鶏	90
きんくろはじろ	金黒羽白	90
ぎんけい	銀鶏	90
くいな	水鶏	90
くまたか	熊鷹	90
くろつぐみ	黒鶇	90
けり	計里	90
こうのとり	鸛	90
こくちょう	黒鳥	90
こくまるがらす	黒丸烏	90
こがモ	小鴨	90
こじゅけい	小綬鶏	90
ことどり	琴鳥	90
こぶはくちょう	瘤白鳥	90
こまどり	駒鳥	90
こはくちょう	小白鳥	90
ごいさぎ	五位鷺	90
ごくらくちょう	極楽鳥	90
ごじゅうから	五十雀	90
さいちょう	犀鳥	90
しぎ	鴫	90
しちめんちょう	七面鳥	90
しじゅうから	四十雀	90
しまえなが	島柄長	90
じゅうしまつ	十姉妹	90
じょうびたき	尉鶲	90
しらさぎ	白鷺	90
すずめ	雀	90
すずめふくろう	雀梟	90
すずがモ	鈴鴨	90
せきせいいんこ	背黄青鸚哥	90
そうげんわし	草原鷲	90
だいさぎ	大鷺	90
だちょう	駝鳥	90
たか	鷹	90
たげり	田計里	90
たしぎ	田鴫	90
ちどり	千鳥	90
つばめ	燕	90
つる	鶴	90
とき	朱鷺	90
とらつぐみ	虎鶇	90
とんび	鳶	90
なべづる	鍋鶴	90
にじきじ	虹雉	90
にわとり	鶏	90
のじこ	野鵐	90
のびたき	野鶲	90
はくちょう	白鳥	90
はしびろがモ	嘴広鴨	90
はちどり	蜂鳥	90
はちすずめ	蜂雀	90
はと	鳩	90
はやぶさ	隼	90
ひくいどり	火食鳥	90
ひどりかも	緋鳥鴨	90
ひばり	雲雀	90
ひよこ	雛	90
ひよどり	鵯	90
ひめわし	姫鷲	90
ふくろう	梟	90
ふらみんご	紅鶴	90
ぶんちょう	文鳥	90
べにひわ	紅鶸	90
べにましこ	紅猿子	90
へらさぎ	箆鷺	90
ぺりかん	伽藍鳥	90
ぺんぎん	企鵝	80
ほうかんちょう	鳳冠鳥	90
ほおじろ	頬白	90
ほしがらす	星烏	90
ほととぎす	杜鵑	90
ほろほろちょう	珠鶏	90
まがモ	真鴨	90
まなづる	真鶴	90
まひわ	真鶸	90
みこあいさ	神子秋沙	90
みさご	鶚	90
みそさざい	鷦鷯	90
みやこどり	都鳥	90
みやまがらす	深山烏	90
みみずく	木菟	90
むくどり	椋鳥	90
めじろ	目白	90
もず	百舌鳥	90
やましぎ	山鴫	90
やまどり	山鳥	90
ゆきふくろう	雪梟	90
ゆりかもめ	百合鴎	90
らいちょう	雷鳥	90
るりびたき	瑠璃鶲	90
わし	鷲	90
