# reading<TAB>surface<TAB>score
らいおん	ライオン	100
らいおん	獅子	90
とら	トラ	100
とら	虎	90
ひょう	ヒョウ	100
ひょう	豹	90
じゃがー	ジャガー	100
ちーたー	チーター	100
ちーたー	猟豹	90
いえねこ	イエネコ	100
いえねこ	家猫	90
ねこ	猫	90
おおかみ	オオカミ	100
おおかみ	狼	90
きつね	キツネ	100
きつね	狐	90
こよーて	コヨーテ	100
じゃっかる	ジャッカル	100
いぬ	犬	100
ひぐま	ヒグマ	100
ひぐま	羆	90
つきのわぐま	ツキノワグマ	100
つきのわぐま	月輪熊	90
ほっきょくぐま	ホッキョクグマ	100
ほっきょくぐま	白熊	90
まれーぐま	マレーグマ	100
うま	馬	100
しまうま	シマウマ	100
しまうま	縞馬	90
ろば	ロバ	100
ろば	驢馬	90
うし	牛	100
やぎ	ヤギ	100
やぎ	山羊	90
ひつじ	ヒツジ	100
ひつじ	羊	90
ばいそん	バイソン	100
やく	ヤク	100
しか	シカ	100
しか	鹿	90
となかい	トナカイ	100
となかい	馴鹿	90
へらじか	ヘラジカ	100
ぞう	ゾウ	100
ぞう	象	90
さい	サイ	100
さい	犀	90
かば	カバ	100
かば	河馬	90
きりん	キリン	100
きりん	麒麟	90
らくだ	ラクダ	100
らくだ	駱駝	90
あるぱか	アルパカ	100
らま	ラマ	100
ちんぱんじー	チンパンジー	100
ごりら	ゴリラ	100
おらんうーたん	オランウータン	100
てながざる	テナガザル	100
まかーく	マカク	100
ひひ	ヒヒ	100
ひひ	狒狒	90
きつねざる	キツネザル	100
ねずみ	ネズミ	100
ねずみ	鼠	90
はつかねずみ	ハツカネズミ	100
はつかねずみ	二十日鼠	90
りす	リス	100
りす	栗鼠	90
ももんが	モモンガ	100
ももんが	鼯鼠	80
びーばー	ビーバー	100
びーばー	海狸	80
かぴばら	カピバラ	100
やまあらし	ヤマアラシ	100
うさぎ	ウサギ	100
うさぎ	兎	90
のうさぎ	ノウサギ	100
のうさぎ	野兎	90
なきうさぎ	ナキウサギ	100
もぐら	モグラ	100
もぐら	土竜	90
とがりねずみ	トガリネズミ	100
はりねずみ	ハリネズミ	100
はりねずみ	針鼠	90
かんがるー	カンガルー	100
かんがるー	袋鼠	90
わらびー	ワラビー	100
こあら	コアラ	100
ふくろねこ	フクロネコ	100
ふくろももんが	フクロモモンガ	100
かものはし	カモノハシ	100
はりもぐら	ハリモグラ	100
しろながすくじら	シロナガスクジラ	100
ながすくじら	ナガスクジラ	100
まっこうくじら	マッコウクジラ	100
しゃち	シャチ	100
しゃち	鯱	90
いるか	イルカ	100
いるか	海豚	90
あざらし	アザラシ	100
あざらし	海豹	90
あしか	アシカ	100
あしか	海驢	90
せいうち	セイウチ	100
せいうち	海象	90
じゅごん	ジュゴン	100
まなてぃー	マナティー	100
こうもり	コウモリ	100
こうもり	蝙蝠	90
たぬき	タヌキ	100
たぬき	狸	90
いのしし	イノシシ	100
いのしし	猪	90
てん	テン	100
いたち	イタチ	100
いたち	鼬	90
あらいぐま	アライグマ	100
すかんく	スカンク	100
みんく	ミンク	100
ふぇれっと	フェレット	100
あなぐま	アナグマ	100
らっこ	ラッコ	100
かわうそ	カワウソ	100
くじら	クジラ	100
くじら	鯨	90
おぽっさむ	オポッサム	100
ありくい	アリクイ	100
なまけもの	ナマケモノ	100
あるまじろ	アルマジロ	100
うぉんばっと	ウォンバット	100
あいあい	アイアイ	100
さーばる	サーバル	100
からかる	カラカル	100
ふぇねっく	フェネック	100
りかおん	リカオン	100
じゃこうねこ	ジャコウネコ	100
はくびしん	ハクビシン	100
まーもっと	マーモット	100
ぷれーりーどっぐ	プレーリードッグ	100
ちんちら	チンチラ	100
でぐー	デグー	100
もるもっと	モルモット	100
もるもっと	天竺鼠	90
