# reading<TAB>surface<TAB>score
いくつ	幾つ	90
いくつ	いくつ	100
いくら	幾ら	90
いくら	いくら	100
いずこ	何処	80
いづれ	何れ	80
いつ	いつ	100
だれ	誰	100
だれ	だれ	100
だれか	誰か	100
だれか	だれか	100
だれでも	誰でも	100
だれでも	だれでも	100
だれも	誰も	100
だれも	だれも	100
どいた	どなた	100
どいつ	何奴	100
どいつ	どいつ	100
どいつら	どいつら	100
どう	どう	100
どさ	何処	50
どちら	何方	90
どちら	どちら	100
どっち	何方	100
どっち	どっち	100
どなた	何方	100
どなた	どなた	100
どこ	何処	100
どこ	どこ	100
どこか	何処か	100
どこか	どこか	100
どこでも	何処でも	100
どこでも	どこでも	100
どこも	何処も	100
どこも	どこも	100
どこら	何処等	70
どこら	どこら	100
どやつ	何奴	80
どやつ	どやつ	100
どれ	何	100
どれ	どれ	100
どれら	何等	70
どれら	どれら	100
どんな	どんな	100
なに	何	100
なに	なに	100
なにか	何か	100
なにか	なにか	100
なんでも	何でも	100
なんでも	なんでも	100
なにも	何も	100
なにも	なにも	100
